

Año: 2019 Mes: 1

FECHA            LICENCIA                        NOMBRE                         FALTA
2019/02/03       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       140
2019/02/04       71578206     ZAMORA ZAVALETA RONAL MANUEL                                       123
2019/02/06       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       308
2019/02/06       49428502     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/02/06       90467829     ZAMORA ZAVALETA RONAL MANUEL                                       107
2019/02/07       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       157
2019/02/08       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       150
2019/02/08       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       133
2019/02/08       69494747     ZAMORA ZAVALETA RONAL MANUEL                                       117
2019/02/10       97849227     ZAMORA ZAVALETA RONAL MANUEL                                       101
2019/02/11       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/02/11       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       103
2019/02/12       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       131
2019/02/14       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       311
2019/02/14       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       130
2019/02/15       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       165
2019/02/15       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       304
2019/02/16       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       124
2019/02/17       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       201
2019/02/18       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       328
2019/02/18       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       202
2019/02/20       21621497     ZAMORA ZAVALETA RONAL MANUEL                                       332
2019/02/20       66849703     ZAMORA ZAVALETA RONAL MANUEL                                       307
2019/02/21       88854166     ZAMORA ZAVALETA RONAL MANUEL                                       319
2019/02/21       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/02/23       58992942     ZAMORA ZAVALETA RONAL MANUEL                                       159
2019/02/23       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       156
2019/02/24       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       331
2019/02/25       87282766     ZAMORA ZAVALETA RONAL MANUEL                                       135
2019/02/25       43454884     ZAMORA ZAVALETA RONAL MANUEL                                       203
2019/02/26       21621497     ZAMORA ZAVALETA RONAL MANUEL                                       205
2019/02/26       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/02/28       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       312
2019/02/28       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       115
========================================================================================================================================================================================================


Año: 2019 Mes: 3

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/03/01       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       313
2019/03/02       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       113
2019/03/04       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       324
2019/03/06       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       207
2019/03/06       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       141
2019/03/06       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       323
2019/03/07       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       161
2019/03/07       68310808     ZAMORA ZAVALETA RONAL MANUEL                                       164
2019/03/08       31107104     ZAMORA ZAVALETA RONAL MANUEL                                       138
2019/03/08       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       325
2019/03/09       81799482     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/03/10       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       135
2019/03/11       70414420     ZAMORA ZAVALETA RONAL MANUEL                                       106
2019/03/11       81528434     ZAMORA ZAVALETA RONAL MANUEL                                       311
2019/03/11       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/03/12       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/03/13       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       130
2019/03/13       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       208
2019/03/14       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       318
2019/03/14       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/03/15       53374153     ZAMORA ZAVALETA RONAL MANUEL                                       156
2019/03/16       24859596     ZAMORA ZAVALETA RONAL MANUEL                                       302
2019/03/17       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       320
2019/03/17       43454884     ZAMORA ZAVALETA RONAL MANUEL                                       320
2019/03/18       64178096     ZAMORA ZAVALETA RONAL MANUEL                                       336
2019/03/18       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/03/18       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       327
2019/03/18       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       208
2019/03/18       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       135
2019/03/19       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       304
2019/03/19       15029228     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/03/20       52003695     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/03/20       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       301
2019/03/21       13219606     ZAMORA ZAVALETA RONAL MANUEL                                       150
2019/03/21       25518120     ZAMORA ZAVALETA RONAL MANUEL                                       121
2019/03/22       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       320
2019/03/23       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       126
2019/03/23       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       333
2019/03/25       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/03/25       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       318
2019/03/27       34976629     ZAMORA ZAVALETA RONAL MANUEL                                       132
2019/03/27       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/03/30       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       326
2019/03/30       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       334
========================================================================================================================================================================================================


Año: 2019 Mes: 4

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/04/01       25518120     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/04/03       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       113
2019/04/04       89941095     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/04/05       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/04/05       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       312
2019/04/06       84186239     ZAMORA ZAVALETA RONAL MANUEL                                       153
2019/04/07       15115705     ZAMORA ZAVALETA RONAL MANUEL                                       157
2019/04/07       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/04/08       35297848     ZAMORA ZAVALETA RONAL MANUEL                                       117
2019/04/08       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/04/11       84186239     ZAMORA ZAVALETA RONAL MANUEL                                       117
2019/04/11       45043076     ZAMORA ZAVALETA RONAL MANUEL                                       320
2019/04/13       80310768     ZAMORA ZAVALETA RONAL MANUEL                                       323
2019/04/15       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       341
2019/04/16       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       160
2019/04/18       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/04/19       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       106
2019/04/19       35671623     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/04/20       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       130
2019/04/20       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       140
2019/04/22       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       143
2019/04/22       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       302
2019/04/22       36079131     ZAMORA ZAVALETA RONAL MANUEL                                       204
2019/04/25       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       160
2019/04/26       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       148
2019/04/29       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       325
2019/04/30       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       170
2019/04/30       36079131     ZAMORA ZAVALETA RONAL MANUEL                                       137
========================================================================================================================================================================================================


Año: 2019 Mes: 5

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/05/01       81799482     ZAMORA ZAVALETA RONAL MANUEL                                       161
2019/05/01       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       170
2019/05/02       75945248     ZAMORA ZAVALETA RONAL MANUEL                                       331
2019/05/02       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       101
2019/05/03       51395324     ZAMORA ZAVALETA RONAL MANUEL                                       121
2019/05/03       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       301
2019/05/03       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       335
2019/05/03       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       119
2019/05/04       71578206     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/05/05       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       335
2019/05/05       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       108
2019/05/06       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       321
2019/05/09       19568447     ZAMORA ZAVALETA RONAL MANUEL                                       102
2019/05/10       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/05/10       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       121
2019/05/13       75945248     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/05/13       90467829     ZAMORA ZAVALETA RONAL MANUEL                                       308
2019/05/13       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       154
2019/05/14       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/05/14       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       321
2019/05/14       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       304
2019/05/15       80310768     ZAMORA ZAVALETA RONAL MANUEL                                       208
2019/05/15       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/05/15       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       328
2019/05/16       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       109
2019/05/18       66849703     ZAMORA ZAVALETA RONAL MANUEL                                       201
2019/05/18       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       106
2019/05/19       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/05/19       66849703     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/05/20       35683701     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/05/21       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/05/21       16136330     ZAMORA ZAVALETA RONAL MANUEL                                       341
2019/05/21       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       109
2019/05/22       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/05/22       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       114
2019/05/23       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/05/24       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       128
2019/05/26       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/05/26       75348522     ZAMORA ZAVALETA RONAL MANUEL                                       126
2019/05/27       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/05/28       99950484     ZAMORA ZAVALETA RONAL MANUEL                                       166
2019/05/28       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/05/30       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       322
2019/05/30       15029228     ZAMORA ZAVALETA RONAL MANUEL                                       206
2019/05/31       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       154
2019/05/31       74325123     ZAMORA ZAVALETA RONAL MANUEL                                       128
2019/05/31       50201756     ZAMORA ZAVALETA RONAL MANUEL                                       204
========================================================================================================================================================================================================


Año: 2019 Mes: 6

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/06/01       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       145
2019/06/01       16477908     ZAMORA ZAVALETA RONAL MANUEL                                       132
2019/06/02       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/06/03       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/06/03       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       144
2019/06/05       21621497     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/06/05       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/06/06       39544560     ZAMORA ZAVALETA RONAL MANUEL                                       126
2019/06/07       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       129
2019/06/08       24859596     ZAMORA ZAVALETA RONAL MANUEL                                       328
2019/06/08       12858682     ZAMORA ZAVALETA RONAL MANUEL                                       121
2019/06/08       30046639     ZAMORA ZAVALETA RONAL MANUEL                                       116
2019/06/10       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       304
2019/06/10       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/06/10       82870470     ZAMORA ZAVALETA RONAL MANUEL                                       108
2019/06/11       81799482     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/06/12       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       332
2019/06/12       36079131     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/06/12       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/06/12       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       116
2019/06/13       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       315
2019/06/14       68310808     ZAMORA ZAVALETA RONAL MANUEL                                       132
2019/06/15       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       164
2019/06/16       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       130
2019/06/17       87282766     ZAMORA ZAVALETA RONAL MANUEL                                       165
2019/06/17       86718074     ZAMORA ZAVALETA RONAL MANUEL                                       203
2019/06/19       31107104     ZAMORA ZAVALETA RONAL MANUEL                                       301
2019/06/19       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       113
2019/06/19       89314225     ZAMORA ZAVALETA RONAL MANUEL                                       318
2019/06/20       53374153     ZAMORA ZAVALETA RONAL MANUEL                                       159
2019/06/21       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       161
2019/06/21       24859596     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/06/21       71578206     ZAMORA ZAVALETA RONAL MANUEL                                       125
2019/06/23       49428502     ZAMORA ZAVALETA RONAL MANUEL                                       338
2019/06/24       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       321
2019/06/25       36079131     ZAMORA ZAVALETA RONAL MANUEL                                       301
2019/06/25       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       311
2019/06/25       68310808     ZAMORA ZAVALETA RONAL MANUEL                                       155
2019/06/25       27268323     ZAMORA ZAVALETA RONAL MANUEL                                       106
2019/06/26       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       163
2019/06/26       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       159
2019/06/27       12858682     ZAMORA ZAVALETA RONAL MANUEL                                       337
2019/06/28       87282766     ZAMORA ZAVALETA RONAL MANUEL                                       133
2019/06/28       71832810     ZAMORA ZAVALETA RONAL MANUEL                                       128
2019/06/29       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       311
2019/06/29       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       156
2019/06/29       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       207
2019/06/30       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       205
2019/06/30       13219606     ZAMORA ZAVALETA RONAL MANUEL                                       107
========================================================================================================================================================================================================


Año: 2019 Mes: 7

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/07/01       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       126
2019/07/02       88854166     ZAMORA ZAVALETA RONAL MANUEL                                       121
2019/07/02       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       125
2019/07/02       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       163
2019/07/02       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       125
2019/07/04       13219606     ZAMORA ZAVALETA RONAL MANUEL                                       164
2019/07/05       43454884     ZAMORA ZAVALETA RONAL MANUEL                                       327
2019/07/06       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       117
2019/07/08       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       152
2019/07/09       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       115
2019/07/10       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       145
2019/07/11       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       330
2019/07/12       70414420     ZAMORA ZAVALETA RONAL MANUEL                                       164
2019/07/12       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       311
2019/07/12       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       153
2019/07/13       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       328
2019/07/14       71832810     ZAMORA ZAVALETA RONAL MANUEL                                       202
2019/07/14       81485316     ZAMORA ZAVALETA RONAL MANUEL                                       339
2019/07/15       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/07/16       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       132
2019/07/17       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       324
2019/07/18       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       321
2019/07/21       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       206
2019/07/22       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       156
2019/07/22       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       341
2019/07/23       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       333
2019/07/24       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       148
2019/07/24       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       148
2019/07/26       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/07/26       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       320
2019/07/27       12443643     ZAMORA ZAVALETA RONAL MANUEL                                       170
2019/07/27       89941095     ZAMORA ZAVALETA RONAL MANUEL                                       312
2019/07/29       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       136
2019/07/29       50201756     ZAMORA ZAVALETA RONAL MANUEL                                       161
========================================================================================================================================================================================================


Año: 2019 Mes: 8

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/08/01       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/08/03       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/08/05       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       331
2019/08/06       99950484     ZAMORA ZAVALETA RONAL MANUEL                                       141
2019/08/06       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       305
2019/08/08       34976629     ZAMORA ZAVALETA RONAL MANUEL                                       117
2019/08/08       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       341
2019/08/09       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       119
2019/08/09       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       310
2019/08/09       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       161
2019/08/10       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/08/10       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       308
2019/08/10       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       163
2019/08/11       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       144
2019/08/12       84186239     ZAMORA ZAVALETA RONAL MANUEL                                       322
2019/08/14       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       103
2019/08/14       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       307
2019/08/14       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       139
2019/08/16       74325123     ZAMORA ZAVALETA RONAL MANUEL                                       305
2019/08/18       36079131     ZAMORA ZAVALETA RONAL MANUEL                                       330
2019/08/18       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       115
2019/08/20       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       336
2019/08/20       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       322
2019/08/21       53374153     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/08/24       88854166     ZAMORA ZAVALETA RONAL MANUEL                                       319
2019/08/24       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       324
2019/08/25       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       126
2019/08/26       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       309
2019/08/27       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       144
2019/08/30       81485316     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/08/31       81485316     ZAMORA ZAVALETA RONAL MANUEL                                       159
2019/08/31       89941095     ZAMORA ZAVALETA RONAL MANUEL                                       150
2019/08/31       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       329
========================================================================================================================================================================================================


Año: 2019 Mes: 9

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/09/01       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       170
2019/09/01       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       329
2019/09/01       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       129
2019/09/02       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       130
2019/09/02       71832810     ZAMORA ZAVALETA RONAL MANUEL                                       166
2019/09/02       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       339
2019/09/03       53374153     ZAMORA ZAVALETA RONAL MANUEL                                       142
2019/09/03       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       163
2019/09/03       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       110
2019/09/03       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       129
2019/09/04       44346371     ZAMORA ZAVALETA RONAL MANUEL                                       335
2019/09/04       13219606     ZAMORA ZAVALETA RONAL MANUEL                                       136
2019/09/05       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/09/05       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       336
2019/09/05       53374153     ZAMORA ZAVALETA RONAL MANUEL                                       101
2019/09/06       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/09/06       30046639     ZAMORA ZAVALETA RONAL MANUEL                                       327
2019/09/07       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/09/08       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       161
2019/09/10       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       301
2019/09/12       74325123     ZAMORA ZAVALETA RONAL MANUEL                                       143
2019/09/13       71832810     ZAMORA ZAVALETA RONAL MANUEL                                       124
2019/09/13       71578206     ZAMORA ZAVALETA RONAL MANUEL                                       320
2019/09/14       47844324     ZAMORA ZAVALETA RONAL MANUEL                                       101
2019/09/15       50201756     ZAMORA ZAVALETA RONAL MANUEL                                       142
2019/09/15       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       339
2019/09/15       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       110
2019/09/16       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       304
2019/09/16       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/09/16       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       316
2019/09/17       37080813     ZAMORA ZAVALETA RONAL MANUEL                                       203
2019/09/19       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/09/19       89314225     ZAMORA ZAVALETA RONAL MANUEL                                       149
