1677,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
9248,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
4066,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
2489,798,An Ideal Husband,SOMA/INGA/DIALY,Francia
17572,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
2489,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
98202,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
2181,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
98202,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
9248,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
98828,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
23822,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
23604,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
41668,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
5117,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
6054,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
3442,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
2519,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
50139,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
77257,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
5751,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
6113,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
4066,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
3415,124,Las demoliciones de Paris,NORABUENA/PAIRAZAMAN/JULIAN,Francia
2181,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
4399,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
6453,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
5751,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
5159,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
7882,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
67560,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
2489,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
62100,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
1526,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
81789,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
9248,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
7882,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
4066,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
4341,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
2181,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
23387,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
77257,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
36466,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
49619,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
89341,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
1354,970,Suspense,CORRALES/ZIMIC/JAIME DANIEL,Costa Rica
4113,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
9570,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
41668,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
98828,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
36466,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
3309,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
8791,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
55472,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
1639,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
50139,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
98202,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
90775,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
6113,970,Suspense,CORRALES/ZIMIC/JAIME DANIEL,Costa Rica
5882,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
26685,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
3309,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
1354,798,An Ideal Husband,SOMA/INGA/DIALY,Francia
4341,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
36466,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
1354,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
49619,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
4113,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
2160,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
2160,970,Suspense,CORRALES/ZIMIC/JAIME DANIEL,Costa Rica
66377,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
3442,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
44573,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
8246,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
2489,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
6113,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
2181,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
5882,798,An Ideal Husband,SOMA/INGA/DIALY,Francia
7539,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
3309,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
44573,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
77257,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
7539,798,An Ideal Husband,SOMA/INGA/DIALY,Francia
99050,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
6939,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
98828,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
5159,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
36466,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
59519,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
2489,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
6939,124,Las demoliciones de Paris,NORABUENA/PAIRAZAMAN/JULIAN,Francia
17572,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
26685,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
4399,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
5159,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
9570,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
5882,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
17572,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
17572,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
69791,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
8791,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
66377,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
6453,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
69791,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
3442,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
6113,124,Las demoliciones de Paris,NORABUENA/PAIRAZAMAN/JULIAN,Francia
49619,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
8791,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
98008,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
7882,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
78376,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
2506,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
23822,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
4066,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
6453,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
22048,124,Las demoliciones de Paris,NORABUENA/PAIRAZAMAN/JULIAN,Francia
90775,798,An Ideal Husband,SOMA/INGA/DIALY,Francia
26685,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
98202,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
59519,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
89341,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
2519,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
98008,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
98202,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
69791,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
6113,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
7539,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
2519,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
3309,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
4066,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
2160,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
1526,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
2519,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
8791,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
5751,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
99050,798,An Ideal Husband,SOMA/INGA/DIALY,Francia
17572,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
79138,124,Las demoliciones de Paris,NORABUENA/PAIRAZAMAN/JULIAN,Francia
2506,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
92419,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
40825,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
81789,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
5117,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
22048,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
6113,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
22048,158,House of Pomegranates,DEL/POZO/ISABEL JUGO,Peru
6453,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
7882,833,The Nutcracker,ESCALANTE/RARAZ/BLANCA,Peru
44573,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
17572,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
69791,224,Elogio de la madrastra,CASANOVA/CHUMPITAZ/ALONSO,Portugal
3415,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
97172,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
1639,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
4066,897,L ecole des menages,MALDONADO/CORREA/LUCERO CAROLA,EEUU
52680,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
74926,461,Le Cousin Pons,PRADO/PAREDES/JUAN,Costa Rica
40825,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
2489,970,Suspense,CORRALES/ZIMIC/JAIME DANIEL,Costa Rica
23387,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
55472,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
5751,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
2160,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
78376,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
2181,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
78376,545,El Club de los explotadores,TAVERA/CORREA/FERNANDO,Portugal
66377,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
9570,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
9248,458,Historia de Mayta,WONG/GALLO/JANET MADELEINE,EEUU
3415,499,Le Colonel Chabert,FARFAN/RARAZ/WALDEMAR,Peru
5751,979,Una Navidad,CABRERA/AGUERO/JESSICA,EEUU
78376,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
4113,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
98828,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
5117,688,El Duque en su territorio,MAEIREIZO/VASQUEZ/LOURDES SILVIA,EEUU
2506,124,Las demoliciones de Paris,NORABUENA/PAIRAZAMAN/JULIAN,Francia
4066,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
4113,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
23387,456,La Peau de chagrin,GONZALES/VELASQUEZ/WALTER,Francia
83179,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
5882,225,La hermosa jardinera,CUBA/NARVAEZ/PAUL JOHN,EEUU
3415,480,El Manuscrito del Domino,LARRIEGA/ARCA/ISABEL MADELEINE,EEUU
90775,263,La Cousine Bette,ZIMIC/PAREDES/SHIRLEY,Costa Rica
8791,324,Le Chef doeuvre inconnu,MALCA/SAAVEDRA/DORIS MILAGROS,Peru
32123,274,Musica para camaleones,MIRANDA/LARRIEGA/JUVENAL NESTOR,EEUU
5882,837,The Countess de Charny,JAUREGUI/AGUERO/HECTOR HENRY,Peru
